X,Y,subgeol,subwinrad3,subflocum3,subveg15
751250.28510600000,3852892.28429000000,1,2,1,4
736661.84584300000,3855127.94471000000,6,3,1,4
745394.15679200000,3851528.79454000000,5,3,1,1
745169.05424300000,3839116.32846000000,2,3,2,1
752468.93293300000,3855003.59560000000,6,2,1,1
749511.31638000000,3844447.61807000000,1,3,1,3
735799.26351900000,3854768.39489000000,6,3,2,5
753129.87999200000,3841042.65171000000,1,3,1,4
746229.33721200000,3841748.87464000000,1,2,3,10
743875.76347100000,3856320.74135000000,5,2,2,4
727757.55638900000,3840766.11345000000,2,3,1,10
752353.28715100000,3848688.88564000000,5,3,1,1
732548.70049900000,3851835.27357000000,5,2,1,3
745330.20451800000,3842635.49429000000,1,2,1,4
744184.01911200000,3852475.73479000000,5,3,1,1
742236.24363000000,3841163.07743000000,5,2,1,1
728825.87710900000,3840262.82065000000,2,3,1,1
739701.85370700000,3853343.31737000000,5,3,1,4
730903.55908300000,3842380.05257000000,2,2,1,4
739497.04232500000,3850065.83530000000,5,3,3,14
737264.91515500000,3853911.67398000000,5,2,1,3
742807.87274500000,3845840.84260000000,6,2,1,1
744146.62094900000,3841519.22203000000,6,3,1,4
728224.73224600000,3849765.37539000000,2,3,2,1
750907.73395000000,3844203.50289000000,1,1,1,3
754365.71553300000,3848532.49485000000,5,3,2,1
744231.61955700000,3853045.25748000000,5,3,2,1
741199.60986200000,3844439.60789000000,6,2,1,3
736501.32019400000,3851433.94346000000,5,3,1,10
750512.60818200000,3848919.23830000000,5,2,1,1
736729.59109300000,3855091.55165000000,6,3,2,10
732724.37952600000,3854548.40305000000,6,3,1,4
748635.98436800000,3843669.58515000000,1,2,2,4
745821.47268700000,3843473.55512000000,1,3,1,4
736026.82159500000,3842995.80286000000,2,3,2,10
737162.91552500000,3855207.24767000000,6,3,1,10
742732.36135300000,3839864.01407000000,5,2,2,1
739489.44452200000,3839415.81460000000,2,3,2,11
736609.30252800000,3840914.73605000000,2,2,2,4
726327.76836200000,3841366.32687000000,2,3,1,8
735510.62925600000,3844952.01883000000,6,3,1,4
731022.83387400000,3843372.83960000000,2,3,1,3
753843.63000900000,3847849.81080000000,2,2,1,14
752575.27266800000,3844890.99616000000,1,3,1,3
726083.08902300000,3841787.60764000000,2,3,1,8
743643.91396100000,3854409.07396000000,5,3,1,1
748930.49795100000,3840516.74067000000,1,2,1,3
728974.78277000000,3851072.43366000000,1,2,2,11
748317.80426700000,3839925.83682000000,1,2,2,4
731870.30326500000,3843939.94719000000,2,3,3,11
746903.86800200000,3850549.22727000000,2,3,2,14
742283.97616900000,3841943.71738000000,6,2,1,4
745600.21846100000,3841325.22271000000,6,2,1,10
743914.64112900000,3844960.26107000000,1,1,1,4
746140.80855000000,3853680.85702000000,6,2,1,1
755899.81839500000,3843968.50354000000,1,3,1,1
731302.37375100000,3845403.56139000000,2,2,2,10
752045.69928500000,3853250.73863000000,1,2,1,4
728255.08566100000,3855694.03693000000,2,3,1,4
752953.67092200000,3840179.07781000000,1,1,1,3
740762.79887000000,3840975.94587000000,5,2,2,1
737769.78673000000,3855389.99857000000,6,3,1,1
737487.19765200000,3842818.30354000000,5,3,2,3
732691.68472700000,3844100.63873000000,2,3,1,11
729213.60752900000,3855036.59454000000,2,2,3,3
753846.67339900000,3843648.72692000000,1,2,1,1
751605.07874700000,3841443.65353000000,1,2,1,3
745464.32920600000,3855615.35774000000,5,3,1,4
755415.19846100000,3848499.64913000000,2,2,1,13
746928.87461400000,3852746.85311000000,6,3,1,4
745850.47950700000,3842283.24737000000,1,2,1,4
750113.89845200000,3856179.84694000000,6,3,2,4
740590.46654200000,3843687.81890000000,6,2,1,3
727683.15375500000,3843569.69559000000,1,3,1,3
733719.86605300000,3851341.53824000000,5,3,3,1
726182.31088700000,3843396.03472000000,1,3,1,8
729277.77353500000,3846308.78381000000,2,3,1,1
732422.69399300000,3853612.76054000000,5,2,2,3
753692.52978600000,3840312.58086000000,1,3,1,4
732066.11938800000,3852464.23881000000,5,3,1,3
756370.73821000000,3841765.81255000000,1,3,2,1
730686.48053600000,3854462.28220000000,6,3,1,1
740131.29104100000,3841274.16914000000,5,2,1,10
754682.19049700000,3842085.61227000000,1,2,1,3
752767.16182300000,3848312.19189000000,5,3,1,1
725864.35964900000,3841023.60943000000,2,3,1,4
741665.42094300000,3853360.13633000000,5,3,1,1
752179.06040700000,3847093.24269000000,2,3,1,1
736725.55521600000,3852145.43246000000,5,3,1,10
739994.69161000000,3855160.57916000000,6,3,1,4
745760.38263500000,3841257.27346000000,1,2,2,4
735257.42630600000,3855609.39641000000,5,3,1,10
734957.71843800000,3851816.49642000000,2,2,2,10
744509.21415900000,3856293.85934000000,5,2,2,3
727220.55756800000,3843017.26956000000,1,3,1,8
732663.23165400000,3847988.99508000000,1,1,1,4
742330.45571500000,3854540.41537000000,5,2,2,1
753136.27445500000,3841237.54159000000,1,3,1,3
735301.10714600000,3854866.00751000000,5,3,1,5
733515.27024400000,3840135.69300000000,2,2,1,0
751063.73406600000,3841898.70238000000,1,3,1,3
737202.03838500000,3845975.51030000000,6,2,2,4
741443.19517200000,3842818.28503000000,6,2,2,4
730016.54218800000,3843738.53798000000,2,2,2,8
725876.05241500000,3844856.78560000000,1,3,1,11
733977.37666000000,3846867.99168000000,1,3,1,4
741829.50362800000,3846117.15411000000,6,2,1,4
737000.12869300000,3848371.63651000000,5,1,2,1
741288.17919900000,3848250.00803000000,5,3,1,1
746535.41998100000,3841134.73858000000,6,2,1,3
744112.34240700000,3840180.21241000000,5,2,1,3
726534.96905200000,3842947.22678000000,2,2,1,4
756001.01763700000,3839565.45596000000,1,3,1,4
743992.86613800000,3844258.79866000000,1,2,1,4
730976.27781000000,3848784.14438000000,1,3,1,4
755577.31441200000,3841541.35258000000,1,2,1,3
734755.68919400000,3844605.98484000000,2,3,2,0
731247.73074600000,3839291.67312000000,2,3,2,10
754971.82127300000,3850737.02138000000,1,1,1,3
730696.30920400000,3843630.52412000000,2,3,2,3
747028.13583100000,3845094.02162000000,1,2,1,3
733777.00019800000,3852963.90054000000,5,2,1,3
732197.86230500000,3848336.83413000000,1,1,1,4
736492.94875700000,3851172.19020000000,5,3,2,14
733685.15820500000,3840571.19581000000,2,3,1,11
728381.49512300000,3843773.80340000000,2,3,1,8
737902.86105500000,3852750.60852000000,5,3,1,4
753994.69830100000,3855077.00425000000,6,2,1,1
744671.90520000000,3844708.95752000000,1,3,1,1
736089.10233100000,3839314.48413000000,2,3,1,10
753836.31883000000,3856275.71880000000,6,2,1,1
726532.33016900000,3843544.09475000000,2,2,2,8
751998.87454500000,3851010.98937000000,6,3,1,10
737455.98413200000,3850598.17683000000,5,2,1,3
732195.15852700000,3843954.60869000000,2,3,1,11
726000.51291900000,3849749.74348000000,2,3,1,4
748436.51507200000,3855359.42969000000,6,3,1,3
750026.15613900000,3843224.41026000000,1,2,1,3
729066.54870500000,3844542.92026000000,2,3,2,8
756192.52811600000,3846495.03327000000,5,3,1,14
730382.42289600000,3847952.88976000000,2,3,1,4
728189.04244100000,3852843.99960000000,6,2,1,3
736719.47188800000,3845926.99586000000,6,3,1,4
749180.66389600000,3855110.93845000000,6,2,1,4
750224.98124800000,3844597.87868000000,1,1,2,3
748744.63240600000,3842639.58679000000,1,2,1,3
739829.27791900000,3854837.20871000000,6,2,1,3
754742.28530100000,3848851.17437000000,5,3,1,1
729330.36109100000,3852411.21538000000,6,2,1,1
740880.84028800000,3845025.23754000000,6,3,1,1
748536.75611700000,3855991.47356000000,6,2,1,1
735972.72399300000,3853052.08608000000,5,3,3,14
742060.97308100000,3839895.04136000000,2,3,1,6
748956.93274000000,3845362.58690000000,1,1,1,3
746567.10963700000,3845572.97209000000,1,2,1,3
743267.69444700000,3839780.29611000000,2,3,1,10
751544.19747800000,3851307.66223000000,6,3,1,4
739699.15913300000,3844953.62054000000,6,1,1,4
739732.68176200000,3851590.07571000000,5,2,1,3
756267.14609300000,3854228.19840000000,1,3,1,1
754697.94882500000,3845560.53436000000,5,2,1,1
725991.29179000000,3840954.03953000000,2,3,2,1
750382.89269600000,3853666.44837000000,6,2,1,1
749732.10051200000,3848145.19385000000,2,2,1,1
749654.21799100000,3854315.11517000000,6,2,2,4
743950.45186700000,3845640.03290000000,1,3,1,1
726914.07857500000,3847126.97800000000,2,3,1,8
736256.00742600000,3849959.19298000000,2,3,1,14
741791.74957200000,3847115.45495000000,5,2,1,3
745062.83745400000,3840086.03717000000,5,2,1,10
738986.93210700000,3841494.69504000000,5,2,1,4
754923.31118900000,3841933.86019000000,1,1,1,3
726603.23807400000,3845759.03843000000,2,2,2,1
743139.74502400000,3854647.92118000000,5,2,1,14
748043.45430300000,3845869.88824000000,1,2,2,3
744140.61120400000,3851583.30074000000,5,2,1,1
742058.96774300000,3850645.78885000000,5,3,2,3
752784.25995900000,3843933.92983000000,1,1,1,3
756193.43269300000,3841191.41788000000,1,1,1,3
731062.73226700000,3855064.91023000000,6,3,1,4
743368.42975100000,3841461.28685000000,6,2,1,10
735579.77414600000,3845994.68465000000,1,3,1,4
746611.58862000000,3844322.64730000000,1,1,1,4
750754.84741300000,3842358.45637000000,1,1,1,3
732562.23273800000,3852194.20418000000,5,3,1,3
739324.18035700000,3848548.92584000000,5,2,1,3
755205.78474300000,3854077.15089000000,1,3,1,1
742189.11955200000,3851836.95458000000,5,3,1,4
741359.29899400000,3840641.49638000000,5,3,1,4
736112.81084700000,3851976.29357000000,5,3,1,5
733795.90162000000,3854088.23342000000,5,2,1,1
729948.94473800000,3851796.51317000000,2,3,1,1
729093.96286400000,3842132.65228000000,2,2,3,3
746128.97759200000,3849230.69277000000,2,3,1,14
729887.62421200000,3855031.85718000000,6,3,2,3
735669.24794500000,3853734.02463000000,5,2,2,5
735463.36249700000,3847780.08837000000,6,1,1,4
752945.18160100000,3845107.06566000000,1,1,1,3
734407.66431900000,3853770.15263000000,2,2,1,10
728085.91420400000,3855093.42299000000,2,3,1,4
732123.57582800000,3844515.77560000000,2,3,1,4
750095.38243800000,3844899.95829000000,1,3,1,4
753371.96808700000,3849338.74029000000,5,3,1,14
735243.58822600000,3856346.15597000000,5,2,1,4
729106.04989700000,3842010.06348000000,2,2,1,3
733594.47824600000,3847434.68787000000,1,2,2,1
732839.20915800000,3845816.25010000000,2,3,1,4
748214.14311100000,3847463.45103000000,5,2,2,10
734519.31582000000,3851491.89460000000,5,3,2,5
733066.92113200000,3842471.11103000000,2,2,1,3
738684.57517300000,3842076.03810000000,5,2,1,10
756086.20926500000,3851232.39276000000,1,2,2,1
752859.83912400000,3851451.21654000000,1,3,1,4
727047.92647600000,3847460.79986000000,2,3,1,8
742560.37364300000,3843400.90750000000,1,3,1,4
726901.91381600000,3848511.77674000000,2,3,2,8
729270.08057300000,3845166.01210000000,2,3,1,4
751330.35902400000,3843734.39798000000,1,1,1,3
755338.85601800000,3842489.62368000000,1,2,1,3
750751.98852800000,3847783.79211000000,2,3,1,14
748616.85034400000,3852640.31644000000,6,2,2,1
737047.67149000000,3839494.40182000000,2,3,1,1
752065.71084600000,3839816.83694000000,1,1,1,4
727283.08051400000,3854135.88421000000,2,2,1,1
748094.55672600000,3854443.62464000000,6,1,1,4
727126.36964600000,3849728.52536000000,2,3,1,11
728184.61713000000,3850875.20273000000,1,1,2,4
740447.67228500000,3842615.21794000000,6,3,1,3
731747.21444100000,3844865.32102000000,2,3,1,3
729812.60506400000,3845514.85881000000,2,2,1,4
732596.31647700000,3847828.48875000000,1,2,1,4
730567.73831900000,3840898.16305000000,2,3,1,1
745613.81375500000,3854460.90241000000,6,3,2,14
734357.13635400000,3847622.85598000000,1,2,3,4
754002.97089900000,3845460.51087000000,6,2,1,4
730091.77782900000,3841428.34535000000,2,3,1,1
737046.28352800000,3854537.97785000000,5,2,1,3
734422.11747400000,3849582.88772000000,5,2,1,1
738523.58081100000,3851573.44196000000,5,2,1,4
736425.97518500000,3840360.12323000000,2,2,2,10
730622.36418000000,3840918.90407000000,2,3,2,1
728322.40482800000,3850070.81712000000,2,3,2,1
738580.46325300000,3839249.12509000000,2,3,2,1
746923.72882900000,3845893.85804000000,1,2,1,3
733794.53316200000,3852114.40778000000,5,3,1,3
726988.69143100000,3854684.36861000000,2,2,1,4
729747.16604600000,3845915.81208000000,2,3,1,1
739822.39069500000,3856002.97846000000,6,3,1,1
742922.68235600000,3851946.58111000000,5,2,1,12
738765.15986100000,3847111.29094000000,6,2,3,3
744191.29185900000,3849412.25752000000,2,3,2,6
755563.75754900000,3840533.64564000000,1,2,1,3
726141.31426400000,3843919.72313000000,1,3,1,8
731041.65400300000,3852122.13854000000,5,3,1,4
733853.37480200000,3840818.85204000000,2,3,2,11
738737.92313200000,3850109.84365000000,5,3,1,3
737497.79840100000,3850040.55435000000,5,3,1,1
754044.21928200000,3845522.02228000000,6,2,1,4
750220.66691600000,3849190.14597000000,5,3,1,1
727509.34849100000,3849564.61508000000,2,3,1,8
729939.37191500000,3841539.82169000000,2,3,1,4
732587.07883700000,3843378.99601000000,2,2,1,3
730287.74405300000,3848227.14952000000,2,3,2,1
741891.67655000000,3853080.75665000000,5,3,1,1
746669.66669500000,3848870.53914000000,2,3,1,14
728856.06103500000,3855701.81610000000,2,3,1,1
753548.56308200000,3842226.26864000000,1,2,1,3
741518.99031200000,3853819.27400000000,5,2,3,4
749579.36413300000,3848703.58401000000,5,3,2,1
749604.22979200000,3844490.30179000000,1,2,1,3
750738.79705100000,3851458.42086000000,6,3,1,3
745575.43956000000,3845372.45471000000,1,1,2,4
733384.45152300000,3847690.33236000000,1,1,2,1
746393.19166700000,3843571.92786000000,1,2,1,3
745384.23825800000,3849449.54157000000,2,3,2,14
744235.53662900000,3847589.54214000000,5,3,2,1
754824.38066700000,3848165.07089000000,2,2,1,10
747105.46316600000,3855435.77281000000,6,3,1,4
732423.32897400000,3844556.91895000000,2,3,1,11
741375.51240200000,3849322.99283000000,2,3,1,14
753370.89557300000,3853200.81674000000,1,2,1,1
748080.19884400000,3839891.08533000000,6,1,1,4
749875.36894800000,3843485.30554000000,1,2,1,4
743231.88278900000,3842999.35212000000,6,2,3,10
750306.38663100000,3841056.93112000000,1,3,1,4
737519.97961300000,3847021.67958000000,6,3,1,4
742019.39199000000,3854156.43750000000,5,3,1,1
754781.84229900000,3846072.32716000000,2,2,1,3
746650.98901500000,3848941.75477000000,2,3,1,14
726619.42812300000,3839685.66852000000,2,3,2,10
739167.95247100000,3840479.94439000000,2,2,1,4
752958.17637600000,3839396.44341000000,6,2,3,3
752360.74129700000,3851263.00243000000,1,2,2,4
726641.03464700000,3852705.46445000000,2,3,1,4
736289.65605000000,3838910.49109000000,2,3,1,10
729360.61739200000,3849896.52983000000,2,2,2,4
730585.64627700000,3852135.60004000000,5,2,2,10
733712.81002900000,3841603.11754000000,2,3,1,8
733790.05889000000,3852002.27541000000,5,3,2,3
740689.02770800000,3845215.36667000000,6,2,1,1
734973.40859100000,3842338.89489000000,2,2,1,11
752235.07399900000,3850535.51811000000,5,3,1,10
755127.08566900000,3851278.54735000000,6,3,1,1
750687.25180400000,3842618.77589000000,1,2,1,1
745821.91654700000,3848098.48413000000,2,2,1,1
733347.14569900000,3852284.53347000000,5,3,1,4
748599.04151400000,3854435.34327000000,6,1,1,4
726907.26176900000,3847369.27765000000,2,3,2,8
730164.70902200000,3844317.41619000000,2,3,1,1
737327.01926800000,3854975.79791000000,6,2,2,0
743952.91728900000,3849504.18951000000,2,3,1,1
745195.12986000000,3847943.55809000000,5,2,1,4
740465.57771100000,3847084.02798000000,5,2,3,10
733065.16709400000,3855756.47225000000,6,2,1,3
738728.74739500000,3845820.23131000000,6,3,1,1
731251.12870600000,3850603.34501000000,2,2,1,5
743049.22189700000,3853138.75160000000,5,3,1,5
745020.56125900000,3851316.81471000000,5,3,1,1
746762.33605600000,3841910.94515000000,1,3,1,4
734995.89944000000,3848377.27036000000,6,2,1,3
732239.50484100000,3853675.13579000000,5,3,1,4
729912.74750000000,3852784.35256000000,6,3,1,3
730860.57754500000,3850228.66244000000,6,2,2,4
749348.82261500000,3846886.54424000000,5,2,2,3
728670.30411100000,3852513.46834000000,6,2,1,4
739121.52079100000,3852519.44430000000,5,3,2,3
728522.45318500000,3856294.08012000000,1,2,1,0
752939.37419700000,3842072.01913000000,1,2,1,3
754430.88069800000,3853666.19236000000,1,2,1,4
749048.03688400000,3847754.65313000000,2,2,2,11
738283.38914700000,3852173.98608000000,5,3,1,4
729653.00033200000,3854765.06554000000,2,3,1,1
754158.45863400000,3853275.92341000000,1,2,1,4
746296.21717900000,3851116.31776000000,5,3,1,10
737330.67445400000,3839350.77847000000,2,3,1,14
726786.12748300000,3847198.22416000000,2,3,1,8
740063.78966900000,3853416.47099000000,5,3,1,1
727914.05582600000,3853047.51370000000,6,3,1,4
737728.01434500000,3853454.98943000000,6,3,1,4
735599.14992000000,3853773.30065000000,5,2,1,0
728467.38703100000,3845285.65398000000,2,3,2,4
740244.06217400000,3841074.82583000000,5,2,1,10
726812.67756700000,3853447.18169000000,2,3,2,4
734027.78570700000,3853846.00903000000,2,2,3,1
745832.20282600000,3849241.92734000000,2,3,2,14
740171.68058500000,3840938.12536000000,5,2,1,6
738863.70388200000,3842547.69145000000,6,2,1,10
737116.25975800000,3841277.65428000000,2,3,2,8
749856.20765400000,3854271.18878000000,6,1,1,4
742081.31188500000,3839660.12326000000,2,3,2,14
749168.08893400000,3853615.74423000000,6,3,1,4
731623.08083400000,3845888.20542000000,2,2,2,3
743610.64700500000,3849278.20380000000,2,2,1,10
756323.00388900000,3852911.75240000000,1,3,1,1
730245.33760600000,3851449.15413000000,2,2,1,6
741897.87874000000,3854339.54843000000,5,3,3,1
742963.58330300000,3841260.22799000000,6,2,1,4
735400.96899800000,3839336.51926000000,2,3,2,10
746681.15274700000,3849341.46580000000,2,3,1,14
749043.52717300000,3840333.76103000000,1,2,1,3
751725.26501900000,3842872.42339000000,1,2,1,3
744095.08686300000,3846622.70176000000,6,3,1,3
748809.86810600000,3855107.66246000000,6,3,1,3
741349.32678400000,3851655.19882000000,5,2,3,1
744515.32285900000,3846875.47205000000,6,2,3,1
735769.22641500000,3847120.88528000000,1,2,1,2
744766.40776500000,3838972.87824000000,2,3,1,10
741558.70701900000,3839229.12992000000,2,3,2,14
750013.71787300000,3839936.59761000000,1,2,1,3
737936.40266900000,3840190.15179000000,2,3,1,1
733161.60636100000,3845756.93927000000,2,3,1,4
749196.83018500000,3840361.04024000000,1,2,1,3
725722.35864500000,3855783.99460000000,1,3,1,8
736672.67775500000,3853974.44897000000,5,3,2,10
736141.28123700000,3849075.45340000000,2,2,2,14
752394.63915000000,3851521.27691000000,1,1,1,4
749321.62840200000,3840339.42033000000,1,3,1,4
754076.73872400000,3846609.13923000000,2,2,1,14
747505.20680500000,3854779.14954000000,6,3,1,4
747434.73211800000,3845425.52039000000,1,2,1,3
754439.11492200000,3853541.05385000000,1,1,1,4
748127.45271500000,3839175.39502000000,6,3,1,3
750322.53255300000,3851352.18656000000,6,2,2,14
735131.75618900000,3844959.06798000000,5,3,3,4
737449.79178000000,3855769.27215000000,6,3,1,4
736474.40719800000,3843142.35305000000,2,2,1,1
742269.02812200000,3852135.08041000000,5,2,1,4
755821.93627700000,3844060.08681000000,1,3,1,1
755786.86868200000,3848453.09692000000,5,2,1,1
742626.42756400000,3844653.07997000000,6,3,1,1
737798.84717000000,3854468.21476000000,5,3,1,1
746750.58138600000,3855408.29207000000,5,2,1,1
748650.61915200000,3844145.20734000000,1,3,1,3
749861.92179900000,3845654.34929000000,1,2,1,3
747150.81002100000,3855679.16293000000,6,3,1,4
746941.80909500000,3840053.40175000000,6,3,1,4
736086.73471300000,3840969.55373000000,2,3,2,10
755522.97707400000,3839437.40523000000,1,2,1,1
732189.20510600000,3855952.20718000000,6,2,1,1
739142.39769300000,3851301.03405000000,5,3,1,1
747800.73157200000,3853912.78256000000,6,2,1,1
740369.35856200000,3843022.53798000000,6,2,1,4
755290.26717200000,3848080.05550000000,5,3,1,1
746585.93166500000,3850653.53948000000,2,3,1,10
728806.87609900000,3845545.84137000000,2,3,1,1
738316.26016700000,3846464.24230000000,6,2,1,1
734415.47487600000,3846568.96604000000,1,2,1,2
752154.92454200000,3842950.69651000000,1,2,1,1
730784.71192800000,3853512.62293000000,6,2,2,1
728570.03263100000,3853980.99450000000,6,3,1,1
730990.91627600000,3851154.85871000000,2,2,1,4
748814.00196000000,3840978.97329000000,1,2,1,3
740509.71472400000,3842544.75451000000,6,2,2,3
751696.89669100000,3842005.61278000000,1,2,2,3
751311.54884800000,3849672.83441000000,5,3,1,1
735990.29521500000,3851943.79367000000,5,2,3,5
732216.93200800000,3840695.44376000000,2,2,1,12
755427.70875800000,3844041.04297000000,1,1,2,4
740991.13627500000,3842789.69877000000,6,2,1,1
754562.97018800000,3850824.00070000000,6,2,1,4
727686.45005600000,3852570.68021000000,6,2,1,4
726170.32821700000,3847494.30663000000,2,3,2,11
741570.55374000000,3855618.68318000000,5,3,1,3
744250.73361700000,3845550.93829000000,1,2,2,1
740501.45472600000,3846894.65148000000,6,2,2,3
735581.88695500000,3852296.68157000000,2,3,1,10
745974.83743100000,3848764.34582000000,2,3,1,14
748481.55758200000,3841617.71299000000,1,2,2,10
728028.11936000000,3853390.18138000000,6,2,1,3
747764.41967300000,3846444.46564000000,1,1,1,4
747015.91083600000,3843624.91538000000,1,2,1,3
756336.53164000000,3846041.86347000000,5,3,1,14
736441.16946800000,3854146.92702000000,5,2,1,4
743055.40412400000,3855873.95549000000,5,2,3,3
731842.52153400000,3842182.39385000000,2,3,1,11
737539.39174700000,3840719.82398000000,2,3,1,3
744598.19162800000,3854266.21158000000,5,3,1,1
725990.89527900000,3841295.39473000000,2,3,2,4
745886.62162900000,3856107.68103000000,5,2,1,3
746942.49280600000,3847606.00610000000,5,2,1,5
731846.92745700000,3851936.03718000000,5,3,1,4
740990.48656500000,3844265.17178000000,6,3,1,1
748320.41726000000,3852786.28253000000,6,3,1,1
727861.52545700000,3840850.84994000000,2,3,2,1
753554.39465000000,3847859.50542000000,2,3,1,10
741327.55675400000,3840293.75937000000,2,3,1,10
753221.01974800000,3845639.84658000000,6,1,1,3
755554.37590600000,3855705.91466000000,1,2,1,1
746372.06053200000,3841565.43549000000,1,1,1,3
743807.11847600000,3841191.90366000000,6,2,1,10
731358.45753300000,3848897.07367000000,6,1,2,4
732450.26371800000,3839445.51745000000,2,3,2,6
742757.85037200000,3849581.98644000000,2,3,1,10
744067.02754000000,3844375.78293000000,1,2,2,1
735916.67317700000,3854227.63072000000,5,2,1,10
739734.18064600000,3838978.63970000000,2,3,2,1
753459.59165300000,3840530.86308000000,1,3,1,4
732262.94416400000,3839015.97749000000,2,3,1,11
727063.26459000000,3846729.47299000000,1,3,1,8
748019.68255900000,3843025.36429000000,1,3,1,4
750382.21025000000,3849498.15749000000,6,2,1,1
747362.42957800000,3851539.84758000000,6,2,3,14
744001.44446100000,3842779.17034000000,1,3,1,1
737278.51614400000,3856041.15906000000,6,3,1,1
749838.67854500000,3851912.14260000000,6,2,1,3
753837.01997400000,3855583.28410000000,6,2,1,3
744983.43562600000,3844802.81705000000,1,2,2,4
731830.14781900000,3854080.93680000000,6,2,1,3
749086.24918300000,3851678.50858000000,6,3,1,10
742287.28553000000,3843728.69168000000,6,3,1,1
733031.46807200000,3852890.75278000000,5,2,1,3
750391.19486500000,3849978.13694000000,6,3,1,14
732359.13247700000,3851255.37557000000,5,3,2,1
745127.79164900000,3851144.36217000000,5,3,1,1
734944.06158400000,3845804.07763000000,5,3,1,4
732959.37535100000,3840463.58380000000,2,3,1,4
746397.61743900000,3843591.31081000000,1,2,1,3
736444.65413000000,3843673.22106000000,2,3,2,3
726249.51890200000,3853805.78534000000,2,3,1,3
753405.05968500000,3845108.96309000000,1,2,1,3
736600.55362300000,3843416.75371000000,2,2,3,10
755786.07939900000,3855159.82360000000,1,3,1,1
749205.09564800000,3843470.05910000000,1,2,1,4
745587.71667900000,3844700.47837000000,1,3,1,4
730660.05115400000,3852946.42766000000,6,2,1,3
730801.64897400000,3849303.49602000000,1,2,1,4
729644.91448300000,3851729.81705000000,2,2,1,1
731391.11925200000,3846417.93280000000,2,3,2,4
751932.23327900000,3849444.75638000000,5,3,1,3
740025.74697400000,3848240.12990000000,5,2,2,10
733972.02232100000,3844450.40278000000,2,3,2,8
747607.29434400000,3848443.99083000000,2,3,2,14
740529.81597700000,3847125.49496000000,5,2,1,10
727411.26558900000,3855611.73561000000,6,3,1,4
739675.34205400000,3841731.92911000000,5,3,3,10
749654.99162500000,3843926.84774000000,1,2,1,3
729234.98093200000,3840991.13745000000,2,3,1,7
749669.37844600000,3853970.21052000000,6,2,1,3
753328.84248800000,3855189.78431000000,6,3,1,3
739231.13726700000,3846805.90354000000,6,3,1,4
749148.30100000000,3842496.94269000000,1,3,1,10
737134.20850600000,3841534.51508000000,2,3,1,8
750988.68563500000,3847098.14271000000,2,2,2,1
745247.57335600000,3852048.42381000000,5,3,1,1
743059.49275700000,3849625.94710000000,2,3,2,1
756546.25557200000,3855830.04630000000,1,3,1,1
749861.43421400000,3851319.70758000000,6,3,1,14
750715.00781800000,3852730.01183000000,1,2,2,1
733638.46239600000,3856317.38535000000,6,2,2,1
756473.41004500000,3844286.98068000000,6,3,1,3
733257.54481100000,3853742.40598000000,5,3,1,4
750898.02454600000,3843997.27810000000,1,2,1,3
752249.71240800000,3848777.30832000000,5,2,1,3
752876.10971900000,3854038.48080000000,6,3,1,1
737703.22951800000,3851992.71951000000,5,3,3,1
726529.99574700000,3848893.51432000000,2,2,1,8
744601.26706400000,3841142.60897000000,6,3,2,4
744408.54910100000,3841302.62610000000,6,2,1,4
731562.98666200000,3849560.00181000000,6,2,1,1
748299.05450000000,3843614.54714000000,1,1,1,3
731213.89123000000,3845556.03515000000,2,3,2,10
728103.64064800000,3852435.41766000000,6,3,1,4
748482.42487800000,3854293.39703000000,6,1,1,4
749295.50325100000,3844550.82434000000,1,1,1,3
728513.66999000000,3846613.80326000000,2,3,1,8
753667.11135800000,3842057.91078000000,1,3,1,3
750567.13969000000,3846290.55221000000,6,2,1,1
737603.36536500000,3842288.47038000000,2,3,1,3
739421.03189900000,3850147.42667000000,5,3,1,10
738394.96016100000,3845364.01801000000,6,2,2,3
746381.88344600000,3855101.35137000000,6,3,1,4
738627.98919400000,3844925.36379000000,6,3,1,4
751661.59931200000,3848926.12769000000,5,3,1,1
753122.36664600000,3839973.65037000000,1,2,1,3
731347.71260900000,3848909.81222000000,6,2,2,4
745145.47920100000,3855798.20149000000,5,3,2,4
743798.86578500000,3845203.06080000000,1,2,1,1
729035.56945600000,3839533.70481000000,2,3,1,10
728522.88697700000,3855463.82898000000,2,2,1,3
736848.57074400000,3855582.16399000000,6,3,1,1
729876.00882700000,3842653.32976000000,2,3,2,8
728177.12087000000,3851768.42452000000,6,3,2,4
744443.67112200000,3842511.86731000000,1,3,2,4
738501.64019800000,3841234.39184000000,5,2,2,10
750004.91316100000,3842684.60569000000,1,2,2,3
727476.03591200000,3840902.36026000000,2,3,2,10
732686.96289600000,3847477.90891000000,1,2,1,4
731381.00073700000,3851819.65962000000,2,3,1,4
745127.78791000000,3845120.34589000000,1,3,1,4
750260.15965000000,3851869.56382000000,6,2,1,1
750478.59871700000,3849152.94468000000,6,3,1,1
726873.56660200000,3841295.01923000000,2,2,1,4
748373.69370600000,3853255.61363000000,6,3,1,1
727504.58701900000,3841558.52316000000,2,3,1,8
752375.78651500000,3853643.91062000000,1,2,1,1
755135.41959600000,3853003.90351000000,1,2,1,1
744376.50573800000,3848304.69181000000,5,2,1,1
737449.60911600000,3846747.36463000000,6,1,1,2
